source,API,KI,relevant-groundtruth,relevance
SO,DateTime,"Parse Date String to Some Java Object 

I am working in a project that reads files and processes data. There I got to work with dates for example:

  1. 2012-01-10 23:13:26
  2. January 13, 2012



I found the package Joda, kinda interesting package but don't know if it is the easiest around.

I was able to parse the first example to a DateTime object (Joda) reg-ex and String manipulation. (Ex: by replacing the space by '-' and passing it to constructor.
    
    
    new DateTime(""2012-01-10 23:13:26"".replace(' ', '-'))
    

I guess it worked, but the problem is with the second format. How can I use such an input to extract a an object, preferably a Joda object. I sure can write a function to change the format to what Joda supports, but was wondering if there would be some other way (even some native Java library) to do it.

If there are any thing better than Joda out there, please let me know it as well.

Thank you.

Using Joda-Time, take a look at DateTimeFormat; it allows parsing both kind of date strings that you mention (and almost any other arbitrary formats). If your needs are even more complex, try DateTimeFormatterBuilder.

To parse #1:
    
    
    DateTimeFormatter f = DateTimeFormat.forPattern(""yyyy-MM-dd HH:mm:ss"");
    DateTime dateTime = f.parseDateTime(""2012-01-10 23:13:26"");
    

Edit: actually LocalDateTime is a more appropriate type for a datetime without a time zone:
    
    
    LocalDateTime dateTime = f.parseLocalDateTime(""2012-01-10 23:13:26"");
    

And for #2:
    
    
    DateTimeFormatter f = DateTimeFormat.forPattern(""MMMM dd, yyyy"");
    LocalDate localDate = f.parseLocalDate(""January 13, 2012"");
    

And yes, Joda-Time is definitely the way to go, as far as Java date & time handling is concerned. :) 

As mostly everyone will agree, Joda is an exceptionally user-friendly library. For example, I had never done this kind of parsing with Joda before, but it took me just a few minutes to figure it out from the API and write it. 

## Update (2015)

If you're on Java 8, in most cases you should simply use `java.time` instead of Joda-Time. It contains pretty much all the good stuff\\\\\\\xe2\\\\\\\x80\\\\\\\x94or their equivalents\\\\\\\xe2\\\\\\\x80\\\\\\\x94from Joda. For those already familiar with Joda APIs, Stephen Colebourne's Joda-Time to java.time migration guide comes in handy.

Here are java.time versions of above examples.

To parse #1:
    
    
    DateTimeFormatter f = DateTimeFormatter.ofPattern(""yyyy-MM-dd HH:mm:ss"");
    LocalDateTime dateTime = LocalDateTime.from(f.parse(""2012-01-10 23:13:26""));
    

You cannot parse this into ZonedDateTime or OffsetDateTime (which are counterparts of Joda's DateTime, used in my original answer), but that kinda makes sense because there's no time zone information in the parsed string.

To parse #2:
    
    
    DateTimeFormatter f = DateTimeFormatter.ofPattern(""MMMM dd, yyyy"");
    LocalDate localDate = LocalDate.from(f.parse(""January 13, 2012""));
    

Here LocalDate is the most appropriate type to parse into (just like with Joda-Time).",1,1
SO,Duration,"How to round DateTime of Joda library to the nearest X minutes? 

How to round `DateTime` of `Joda` library to the nearest `X` minutes ?  
For example:
    
    
    X = 10 minutes
    Jun 27, 11:32 -> Jun 27, 11:30
    Jun 27, 11:33 -> Jun 27, 11:30
    Jun 27, 11:34 -> Jun 27, 11:30
    Jun 27, 11:35 -> Jun 27, 11:40
    Jun 27, 11:36 -> Jun 27, 11:40
    Jun 27, 11:37 -> Jun 27, 11:40
    

The accepted answer doesn't correctly handle datetimes that have seconds or milliseconds set. For completeness, here's a version that does handle that correctly:
    
    
    private DateTime roundDate(final DateTime dateTime, final int minutes) {
    if (minutes < 1 || 60 % minutes != 0) {
    throw new IllegalArgumentException(""minutes must be a factor of 60"");
    }
    final DateTime hour = dateTime.hourOfDay().roundFloorCopy();
    final long millisSinceHour = new Duration(hour, dateTime).getMillis();
    final int roundedMinutes = ((int)Math.round(
    millisSinceHour / 60000.0 / minutes)) * minutes;
    return hour.plusMinutes(roundedMinutes);
    }",1,1
SO,DateTimeConstants,"Joda-Time: Get first/second/last sunday of month 

In plain Java, I have this code to get the last Sunday of the month.
    
    
    Calendar getNthOfMonth(int n, int day_of_week, int month, int year) {
    Calendar compareDate = Date(1, month, year);
    compareDate.set(DAY_OF_WEEK, day_of_week);
    compareDate.set(DAY_OF_WEEK_IN_MONTH, n);
    return compareDate;
    }
    // Usage
    Calendar lastSundayOfNovember = getNthOfMonth(-1, SUNDAY, NOVEMBER, 2012)
    

What is a clean and elegant way to achieve the same result using `Joda-Time`?
    
    
    public class Time {
    public static void main(String[] args) {
    System.out.println(getNthOfMonth(DateTimeConstants.SUNDAY, DateTimeConstants.SEP, 2012));
    }
    public static LocalDate getNthOfMonth(int day_of_week, int month, int year) {
    LocalDate date = new LocalDate(year, month, 1).dayOfMonth() 
    .withMaximumValue()
    .dayOfWeek()
    .setCopy(day_of_week);
    if(date.getMonthOfYear() != month) {
    return date.dayOfWeek().addToCopy(-7);
    }
    return date;
    }
    }",1,1
SO,setCopy,"Joda-Time: Get first/second/last sunday of month 

In plain Java, I have this code to get the last Sunday of the month.
    
    
    Calendar getNthOfMonth(int n, int day_of_week, int month, int year) {
    Calendar compareDate = Date(1, month, year);
    compareDate.set(DAY_OF_WEEK, day_of_week);
    compareDate.set(DAY_OF_WEEK_IN_MONTH, n);
    return compareDate;
    }
    // Usage
    Calendar lastSundayOfNovember = getNthOfMonth(-1, SUNDAY, NOVEMBER, 2012)
    

What is a clean and elegant way to achieve the same result using `Joda-Time`?
    
    
    public class Time {
    public static void main(String[] args) {
    System.out.println(getNthOfMonth(DateTimeConstants.SUNDAY, DateTimeConstants.SEP, 2012));
    }
    public static LocalDate getNthOfMonth(int day_of_week, int month, int year) {
    LocalDate date = new LocalDate(year, month, 1).dayOfMonth() 
    .withMaximumValue()
    .dayOfWeek()
    .setCopy(day_of_week);
    if(date.getMonthOfYear() != month) {
    return date.dayOfWeek().addToCopy(-7);
    }
    return date;
    }
    }",1,1
SO,DateTime,"Is there a standard implementation for a GSON Joda Time serialiser? 

I'm using GSON to serialise some object graphs to JSON. These objects graphs use Joda Time entities (`DateTime`, `LocalTime` etc).

The top Google hit for ""gson joda"" is this page:

  * https://sites.google.com/site/gson/gson-type-adapters-for-common-classes



It provides source for a type adapter for `org.joda.time.DateTime`. This link is also what is referenced in the GSON User Guide.

I expected to find a pre-rolled library that included joda-time serialisers that I could reference as a Maven dependency - but I can't find one. 

Is there one? Or am I forced to replicate that snippet in my own project?

I've decided to roll my own open source one - you can find it here:

> https://github.com/gkopff/gson-jodatime-serialisers

Here's the Maven details (check central for the latest version):
    
    
    com.fatboyindustrial.gson-jodatime-serialisers
    gson-jodatime-serialisers
    1.0.0
    
    

And here's a quick example of how you drive it:
    
    
    Gson gson = Converters.registerDateTime(new GsonBuilder()).create();
    SomeContainerObject original = new SomeContainerObject(new DateTime());
    String json = gson.toJson(original);
    SomeContainerObject reconstituted = gson.fromJson(json, SomeContainerObject.class);",1,1
SO,getDayOfYear(),"What is a smarter way to check if a Joda-Time DateTime object does not represent the last day of the year? 

I am using Joda-Time and I would like to check if a specific date is not the last day of a year (in other words the date should not be 31/12/XXXX). It should work for any year.

To implement this check I have done something like this:
    
    
    DateTime dataSecondoMovimento = new DateTime(mappaQuote.get(2).getDatariferimentoprezzo());
    if(!(dataSecondoMovimento.getMonthOfYear() == 12 && dataSecondoMovimento.getDayOfMonth() == 31)) {
    System.out.println(""It is not the end of year !!!"");
    }
    

So basically I am checking if the month is not December and if the day is not 31 (both have to be true for it not to be the last day of year). I think that this should work fine.

My question: does Joda-Time provide a neater way of doing this? Does there exist a method of checking if a specific date is the last day of the year?

Currently Joda Time don't have direct implementation of getLastDayOfYear(), we have to use logical way to handle the last day of year, one way you tried or you can use alternate way as below 
    
    
     public int getDayOfYear() { //This is library method
    return getChronology().dayOfYear().get(getMillis());
    }
    if(!getDayOfYear() <=365 ||!getDayOfYear() <=366) { //Considering leap year
    System.out.println(""It is not the end of year !!!"");
    }",1,1
TU,DateTime,"### Time fields

Another set of properties access fields representing intra-day durations for time calculations. Thus to compute the hours, minutes and seconds of the instant represented by a `DateTime`, we would write 
    
    
        int hour = dt.getHourOfDay(),
        int min = dt.getMinuteOfHour(),
        int sec = dt.getSecondOfMinute(),
    

Again each of these has a corresponding property method for more complex manipulation. The complete list of time fields can be found in the field reference.",1,1
TU,toFormatter,"### Freaky Formatters

Finally, if you have a format that is not easily represented by a pattern string, Joda Time architecture exposes a builder class that can be used to build a custom formatter which is programatically defined. Thus if you wanted a formatter to print and parse dates of the form "",22-Jan-65"",, you could do the following: 
    
    
        DateTimeFormatter fmt = new DateTimeFormatterBuilder()
                .appendDayOfMonth(2)
                .appendLiteral('-')
                .appendMonthOfYearShortText()
                .appendLiteral('-')
                .appendTwoDigitYear(1956)  // pivot = 1956
                .toFormatter(),
    

Each append method appends a new field to be parsed/printed to the calling builder and returns a new builder. The final `toFormatter` method creates the actual formatter that will be used to print/parse. 

What is particularly interesting about this format is the two digit year. Since the interpretation of a two digit year is ambiguous, the `appendTwoDigitYear` takes an extra parameter that defines the 100 year range of the two digits, by specifying the mid point of the range. In this example the range will be (1956 - 50) = 1906, to (1956 + 49) = 2005. Thus 04 will be 2004 but 07 will be 1907. This kind of conversion is not possible with ordinary format strings, highlighting the power of the Joda time formatting architecture.",1,1
TU,appendTwoDigitYear,"### Freaky Formatters

Finally, if you have a format that is not easily represented by a pattern string, Joda Time architecture exposes a builder class that can be used to build a custom formatter which is programatically defined. Thus if you wanted a formatter to print and parse dates of the form "",22-Jan-65"",, you could do the following: 
    
    
        DateTimeFormatter fmt = new DateTimeFormatterBuilder()
                .appendDayOfMonth(2)
                .appendLiteral('-')
                .appendMonthOfYearShortText()
                .appendLiteral('-')
                .appendTwoDigitYear(1956)  // pivot = 1956
                .toFormatter(),
    

Each append method appends a new field to be parsed/printed to the calling builder and returns a new builder. The final `toFormatter` method creates the actual formatter that will be used to print/parse. 

What is particularly interesting about this format is the two digit year. Since the interpretation of a two digit year is ambiguous, the `appendTwoDigitYear` takes an extra parameter that defines the 100 year range of the two digits, by specifying the mid point of the range. In this example the range will be (1956 - 50) = 1906, to (1956 + 49) = 2005. Thus 04 will be 2004 but 07 will be 1907. This kind of conversion is not possible with ordinary format strings, highlighting the power of the Joda time formatting architecture.",1,1
SO,DateTime,"Difference in days between two dates in Java? 

I need to find the number of days between two dates: one is from a report and one is the current date. My snippet:
    
    
     int age=calculateDifference(agingDate, today);
    

Here `calculateDifference` is a private method, `agingDate` and `today` are `Date` objects, just for your clarification. I've followed two articles from a Java forum, Thread 1 / Thread 2. 

It works fine in a standalone program although when I include this into my logic to read from the report I get an unusual difference in values. 

Why is it happening and how can I fix it?

EDIT :

I'm getting a greater number of days compared to the actual amount of Days.
    
    
    public static int calculateDifference(Date a, Date b)
    {
    int tempDifference = 0;
    int difference = 0;
    Calendar earlier = Calendar.getInstance();
    Calendar later = Calendar.getInstance();
    if (a.compareTo(b) < 0)
    {
    earlier.setTime(a);
    later.setTime(b);
    }
    else
    {
    earlier.setTime(b);
    later.setTime(a);
    }
    while (earlier.get(Calendar.YEAR) != later.get(Calendar.YEAR))
    {
    tempDifference = 365 * (later.get(Calendar.YEAR) - earlier.get(Calendar.YEAR));
    difference += tempDifference;
    earlier.add(Calendar.DAY_OF_YEAR, tempDifference);
    }
    if (earlier.get(Calendar.DAY_OF_YEAR) != later.get(Calendar.DAY_OF_YEAR))
    {
    tempDifference = later.get(Calendar.DAY_OF_YEAR) - earlier.get(Calendar.DAY_OF_YEAR);
    difference += tempDifference;
    earlier.add(Calendar.DAY_OF_YEAR, tempDifference);
    }
    return difference;
    }
    

Note :

Unfortunately, none of the answers helped me solve the problem. I've accomplished this problem with the help of Joda-time library.

I would suggest you use the excellent Joda Time library instead of the flawed java.util.Date and friends. You could simply write
    
    
    import java.util.Date;
    import org.joda.time.DateTime;
    import org.joda.time.Days;
    Date past = new Date(110, 5, 20); // June 20th, 2010
    Date today = new Date(110, 6, 24); // July 24th 
    int days = Days.daysBetween(new DateTime(past), new DateTime(today)).getDays(); // => 34",1,1
SO,Interval,"LocalDate interval in Joda-time 

Joda-time has an Interval class, which is a range between DateTimes. What can be used for a range of LocalDates?

I want an object that represents, for example ""from 1/1/2011 to 10/1/2011"", without the time (or timezones) ever coming into the picture.

As far as I see, joda-time doesn't have anything built in for that. If there doesn't exist anything for it, and we'd create it, what should it look like? Most importantly, which interfaces from joda-time could it implement to best integrate into the other types, staying consistent with the joda-time design? Would it make sense for it to implement `ReadableInterval`, where `getStart` and `getEnd` return `DateMidnight`?

The Interval class represents an interval of time from one millisecond instant to another instant (complete with timezone). DateMidnight is such an instant. So your proposed implementation of an interval for DateMidnights is allready there.
    
    
    Interval i = new Interval(
    new DateMidnight(2010, 3, 2), new DateMidnight(2010, 3, 5));
    i.contains(new DateTime(2010, 3, 1, 23, 59, 59, 999)); // == false
    i.contains(new DateTime(2010, 3, 2, 0, 0, 0, 0)); // == true
    i.contains(new DateTime(2010, 3, 4, 23, 59, 59, 999)); // == true
    i.contains(new DateTime(2010, 3, 5, 0, 0, 0, 0)); // == false
    

However the concept of your searched interval for LocalDates aka a Partial (without timezones) is not yet existent. If you're going to implement it for yourself, don't implement any interval interfaces at all. It would interfere with your wishes, because it is, as stated before, based on instants.",1,1
SO,DateTime,"First day of next month with java Joda-Time 

How would you rewrite the method below, which returns the first day of next month, with the `org.joda.time` package in Joda-Time?
    
    
    public static Date firstDayOfNextMonth() {
    Calendar nowCal = Calendar.getInstance();
    int month = nowCal.get(Calendar.MONTH) + 1;
    int year = nowCal.get(Calendar.YEAR);
    Calendar cal = Calendar.getInstance();
    cal.clear();
    cal.set(Calendar.YEAR, year);
    cal.set(Calendar.MONTH, month);
    cal.set(Calendar.DAY_OF_MONTH, 1);
    Date dueDate = new Date(cal.getTimeInMillis());
    return dueDate;
    }
    
    
    
     LocalDate today = new LocalDate();
    LocalDate d1 = today.plusMonths(1).withDayOfMonth(1);
    

A little easier and cleaner, isn't it? :-)

Update: If you want to return a date:
    
    
    return new Date(d1.toDateTimeAtStartOfDay().getMillis());
    

but I strongly advise you to avoid mixing pure DATE types (i.e. a day in the calendar, without time information) with DATETIME types, specially with a ""physical"" datetime type as is the hideous `java.util.Date` . It's somewhat like converting from-to integer and floating types, you must be careful.",1,1
SO,year(),"Joda-Time: Get first/second/last sunday of month 

In plain Java, I have this code to get the last Sunday of the month.
    
    
    Calendar getNthOfMonth(int n, int day_of_week, int month, int year) {
    Calendar compareDate = Date(1, month, year);
    compareDate.set(DAY_OF_WEEK, day_of_week);
    compareDate.set(DAY_OF_WEEK_IN_MONTH, n);
    return compareDate;
    }
    // Usage
    Calendar lastSundayOfNovember = getNthOfMonth(-1, SUNDAY, NOVEMBER, 2012)
    

What is a clean and elegant way to achieve the same result using `Joda-Time`?
    
    
    public class Time {
    public static void main(String[] args) {
    System.out.println(getNthOfMonth(DateTimeConstants.SUNDAY, DateTimeConstants.SEP, 2012));
    }
    public static LocalDate getNthOfMonth(int day_of_week, int month, int year) {
    LocalDate date = new LocalDate(year, month, 1).dayOfMonth() 
    .withMaximumValue()
    .dayOfWeek()
    .setCopy(day_of_week);
    if(date.getMonthOfYear() != month) {
    return date.dayOfWeek().addToCopy(-7);
    }
    return date;
    }
    }",1,1
SO,Instant,"Why are Joda objects immutable? 

I have read that with a Java version less than 7, Joda Time objects are more reliable than Java's built-ins. One cited reason is that Joda objects are immutable. Why is this beneficial? If I want to change the year, hour, and timezone of a Joda DateTime object, I need to make three copies!

> If I want to change the year, hour, and timezone of a Joda DateTime object, I need to make three copies!

Yes, indeed. Or you could create one new object, using all the fields you like from the old object, of course.

This is a thoroughly good thing - because it means when you want to rely on an object not changing, it won't. Consider this pseudo-code:
    
    
    private static final Instant EARLIEST_ALLOWED_ARTICLE = ...;
    private Instant creationTimestamp;
    public Article(Instant creationTimestamp, ...) {
    if (creationTimestamp.isBefore(EARLIEST_ALLOWED_ARTICLE)) {
    throw new IllegalArgumetnException(...);
    }
    this.creationTimestamp = creationTimestamp;
    ...
    }
    

That's fine, because `Instant` is immutable. If it were mutable, the validation in the constructor would be worthless - unless you created a defensive copy at that point.

In my experience, you want to pass around references and know that the values won't change more than you want to actually make changes to existing objects, so immutability leads to fewer bugs (with mutable objects you can forget to take a copy, and any validation is then useless) and fewer copies being made.

Basically, it allows you to reason about your code locally without making copies of everything you either accept and store, or return to other code. When only your code can change the state of your object, it's much simpler to work out what will happen over time.

Joda Time actually fails somewhat because it has both mutable and immutable types - if you just program to the interface (e.g. `ReadableInstant`) then you don't get those guarantees. That's why in Noda Time I made all the types genuinely immutable.

Out of interest, would you want `String` to be mutable? If not, try to think about whether there are real differences between the two scenarios.",1,1
SO,DateTime,"Using joda time to seed and then compare 

I am trying create a seed point for Joda-Time. What I am trying to achieve is that I will provide a seed `datetime` in Joda-Time, this should generate two different random `datetime` such that `datetime1` is before than `datetime2` and this `datetime` will generate values only for that specific hour of seed point.

e.g. 
    
    
    time- 18:00:00 followed by date-2013-02-13
    Random1 - 2013-02-13 18:05:24 
    Random2 - 2013-02-13 18:48:22
    

The time is received from one DB and the date is selected by the user. I need the two times randomly generated in the specified format You can see that only the minutes and seconds will change, nothing else will be modified.

Is this possible? How can I achieve this?

I would probably go with something like the following:
    
    
    final Random r = new Random();
    final DateTime suppliedDate = new DateTime();
    final int minute = r.nextInt(60);
    final int second = r.nextInt(60);
    final DateTime date1 = new DateTime(suppliedDate).withMinuteOfHour(minute).withSecondOfMinute(second);
    final DateTime date2 = new DateTime(suppliedDate).withMinuteOfHour(minute + r.nextInt(60 - minute)).withSecondOfMinute(second + r.nextInt(60 - second));
    

Assuming that `suppliedDate` is the date from your database. Then you generate two new times with random minutes and seconds based off of your seed time. You will also guarantee that the second time is after the first time by changing the bounds of the random number calculated.",0,1
SO,year(),"Get Date in Java given Week number, week day and year 

Given Week of the year, the week day and the year, how can we get the Date in Java?

With Jodatime, I tried the following:
    
    
    DateTime dt = new DateTime();
    dt.withYear(year);
    dt.withWeekOfWeekyear(weekOfYear);
    dt.withDayOfWeek(weekDay);
    DateTimeFormatter dateTimeFormatter = DateTimeFormat.forPattern(""yyMMdd"");
    System.out.println(dateTimeFormatter.print(dt));
    

But it gets the current Date!

JodaTime returns a changed copy, so do:
    
    
    DateTime dt = new DateTime()
    .withYear(year)
    .withWeekOfWeekyear(weekOfYear)
    .withDayOfWeek(weekDay);
    DateTimeFormatter dateTimeFormatter = DateTimeFormat.forPattern(""yyMMdd"");
    System.out.println(dateTimeFormatter.print(dt));
    

And this should work as expected.",1,1
TU,Interval,"## Intervals

An `Interval` in Joda-Time represents an interval of time from one instant to another instant. Both instants are fully specified instants in the datetime continuum, complete with time zone. 

`Intervals` are implemented as half-open, which is to say that the start instant is inclusive but the end instant is exclusive. The end is always greater than or equal to the start. Both end-points are restricted to having the same chronology and the same time zone. 

Two implementations are provided, `Interval` and `MutableInterval`, both are specializations of `ReadableInterval`.",1,1
TU,Period,"## Periods

A `Period` in Joda-Time represents a period of time defined in terms of fields, for example, 3 years 5 months 2 days and 7 hours. This differs from a duration in that it is inexact in terms of milliseconds. A period can only be resolved to an exact number of milliseconds by specifying the instant (including chronology and time zone) it is relative to. 

For example, consider a period of 1 month. If you add this period to the 1st February (ISO) then you will get the 1st March. If you add the same period to the 1st March you will get the 1st April. But the duration added (in milliseconds) in these two cases is very different. 

As a second example, consider adding 1 day at the daylight savings boundary. If you use a period to do the addition then either 23 or 25 hours will be added as appropriate. If you had created a duration equal to 24 hours, then you would end up with the wrong result. 

`Periods` are implemented as a set of `int` fields. The standard set of fields in a period are years, months, weeks, days, hours, minutes, seconds and millis. The `PeriodType` class allows this set of fields to be restricted, for example to elimate weeks. This is significant when converting a duration or interval to a period, as the calculation needs to know which period fields it should populate. 

Methods exist on periods to obtain each field value. `Periods` are not associated with either a chronology or a time zone. 

`Periods` can be added to an instant, or to either end of an interval to change those objects. In datetime maths you could say: 
    
    
          instant  +  period  =  instant
    

There are two implementations of the `ReadablePeriod` interface, `Period` and `MutablePeriod`.",1,1
TU,DateTime,"## Chronology

The Joda-Time design is based around the Chronology. It is a calculation engine that supports the complex rules for a calendar system. It encapsulates the field objects, which are used on demand to split the absolute time instant into recognisable calendar fields like 'day-of-week'. It is effectively a pluggable calendar system. 

The actual calculations of the chronology are split between the `Chronology` class itself and the field classes - `DateTimeField` and `DurationField`. Together, the subclasses of these three classes form the bulk of the code in the library. Most users will never need to use or refer directly to the subclasses. Instead, they will simply obtain the chronology and use it as a singleton, as follows: 
    
    
    Chronology coptic = CopticChronology.getInstance(),
    

Internally, all the chronology, field, etc. classes are maintained as singletons. Thus there is an initial setup cost when using Joda-Time, but after that only the main API instance classes (`DateTime`, `Interval`, `Period`, etc.) have creation and garbage collector costs. 

Although the Chronology is key to the design, it is not key to using the API !! 

For most applications, the Chronology can be ignored as it will default to the `ISOChronology`. This is suitable for most uses. You would change it if you need accurate dates before October 15, 1582, or whenever the Julian calendar ceased in the territory you're interested in). You'd also change it if you need a specific calendar like the Coptic calendar illustrated earlier.",0,1
TU,DateTime,"### Modifying fields

One way to do this is to use methods on properties. To return to our prior example, if we wish to modify the `dt` object by changing its day-of-week field to Monday we can do so by using the `setCopy` method of the property: 
    
    
        DateTime result = dt.dayOfWeek().setCopy(DateTimeConstants.MONDAY),
    

Note: If the `DateTime` object is already set to Monday then the same object will be returned. 

To add to a date you could use the `addToCopy` method. 
    
    
        DateTime result = dt.dayOfWeek().addToCopy(3),",1,1
SO,DateTimeConstants,"Get first day of a particular week in Joda-Time? java 

In Joda-Time, is there a way to get the date of the first day of the week(monday).

for instance i want to find out what date was this weeks monday based on todays current date 21/01/11

Cheers in advance.

edit: i also wish to find the date for the end of the week i.e sunday's date. cheers

Try LocalDate.withDayOfWeek:
    
    
    LocalDate now = new LocalDate();
    System.out.println(now.withDayOfWeek(DateTimeConstants.MONDAY)); //prints 2011-01-17
    System.out.println(now.withDayOfWeek(DateTimeConstants.SUNDAY)); //prints 2011-01-23",1,1
SO,DateTime,"Xstream's jodatime Local Date display 

I'm using xstrem to serialise a jodatime local date into xml. However when output the generated xml the LocalDate is not in an easily readable format. See below:
    
    
    1316563200000
    
    

Any ideas how I can get xstream to display the date in a format that won't drive me up the wall?

Here's what I have used successfully. I believe I used the info at the link mentioned in the first post. 
    
    
    import java.lang.reflect.Constructor;
    import org.joda.time.DateTime;
    import com.thoughtworks.xstream.converters.Converter;
    import com.thoughtworks.xstream.converters.MarshallingContext;
    import com.thoughtworks.xstream.converters.UnmarshallingContext;
    import com.thoughtworks.xstream.io.HierarchicalStreamReader;
    import com.thoughtworks.xstream.io.HierarchicalStreamWriter;
    public final class JodaTimeConverter implements Converter {
    @Override
    @SuppressWarnings(""unchecked"")
    public boolean canConvert(final Class type) {
    return (type != null) && DateTime.class.getPackage().equals(type.getPackage());
    }
    @Override
    public void marshal(final Object source, final HierarchicalStreamWriter writer,
    final MarshallingContext context) {
    writer.setValue(source.toString());
    }
    @Override
    @SuppressWarnings(""unchecked"")
    public Object unmarshal(final HierarchicalStreamReader reader,
    final UnmarshallingContext context) {
    try {
    final Class requiredType = context.getRequiredType();
    final Constructor constructor = requiredType.getConstructor(Object.class);
    return constructor.newInstance(reader.getValue());
    } catch (final Exception e) {
    throw new RuntimeException(String.format(
    ""Exception while deserializing a Joda Time object: %s"", context.getRequiredType().getSimpleName()), e);
    }
    }
    }
    

You can register it like: 
    
    
    XStream xstream = new XStream(new StaxDriver());
    xstream.registerConverter(new JodaTimeConverter());",1,1
SO,DateTimeFormat,"Generating Random Date time in java (joda time) 

Is it possible to generate a random datetime using Jodatime such that the datetime has the format yyyy-MM-dd HH:MM:SS and it should be able to generate two random datetimes where Date2 minus Date1 will be greater than 2 minutes but less than 60minutes. Please suggest some method.

This follows quite strictly what you asked for (except for the corrected format).
    
    
    Random random = new Random();
    DateTime startTime = new DateTime(random.nextLong()).withMillisOfSecond(0);
    Minutes minimumPeriod = Minutes.TWO;
    int minimumPeriodInSeconds = minimumPeriod.toStandardSeconds().getSeconds();
    int maximumPeriodInSeconds = Hours.ONE.toStandardSeconds().getSeconds();
    Seconds randomPeriod = Seconds.seconds(random.nextInt(maximumPeriodInSeconds - minimumPeriodInSeconds));
    DateTime endTime = startTime.plus(minimumPeriod).plus(randomPeriod);
    DateTimeFormatter dateTimeFormatter = DateTimeFormat.forPattern(""yyyy-MM-dd HH:mm:ss"");
    System.out.println(dateTimeFormatter.print(startTime));
    System.out.println(dateTimeFormatter.print(endTime));
    

If you run this, you'll note that you'll get outrageous values for years, but that's simply the consequence of generating a random DateTime over the entire possible range of DateTime (or Date for that matter). But the same technique of limiting the end time to a certain range can be applied to the start time if you want.",1,1
SO,DateTime,"How to extract joda DateTime belonging to specific time range? 

Suppose I have a `Collection` of `DateTimes`, how I can filter all `DateTime` objects that have a time between 10h00m and 12h30m? 

For example: 

`new DateTime(2013,1,1,10,0)` \- is right, 

`new DateTime(2013,1,1,16,0)` \- is not. 

Parameters like month, year, day are not significant. Any ideas?

For simplicity i used `Calendar` type class.

This should solve your request:
    
    
    public List filterDateTime(ArrayList dateTimeList) {
    List dateTimeFilteredList = new ArrayList();
    for (int i=0;i < dateTimeList.size(); i++) {
    Calendar currentDateTime = Calendar.getInstance();
    currentDateTime.setTime(dateTimeList.get(i).getTime());
    // Setting the bottom dateTime value
    Calendar filterFrom = Calendar.getInstance();
    filterFrom.setTime(currentDateTime.getTime());
    filterFrom.set(Calendar.HOUR_OF_DAY, 10);
    filterFrom.set(Calendar.MINUTE, 00);
    // Setting the upper dateTime value
    Calendar filterTo = Calendar.getInstance();
    filterTo.setTime(currentDateTime.getTime());
    filterTo.set(Calendar.HOUR_OF_DAY, 12);
    filterTo.set(Calendar.MINUTE, 30);
    if(currentDateTime.after(filterFrom) && currentDateTime.before(filterTo)) {
    dateTimeList.add(currentDateTime);
    }
    }
    return dateTimeFilteredList;
    }",0,1
SO,DateTime,"Get Date in Java given Week number, week day and year 

Given Week of the year, the week day and the year, how can we get the Date in Java?

With Jodatime, I tried the following:
    
    
    DateTime dt = new DateTime();
    dt.withYear(year);
    dt.withWeekOfWeekyear(weekOfYear);
    dt.withDayOfWeek(weekDay);
    DateTimeFormatter dateTimeFormatter = DateTimeFormat.forPattern(""yyMMdd"");
    System.out.println(dateTimeFormatter.print(dt));
    

But it gets the current Date!

JodaTime returns a changed copy, so do:
    
    
    DateTime dt = new DateTime()
    .withYear(year)
    .withWeekOfWeekyear(weekOfYear)
    .withDayOfWeek(weekDay);
    DateTimeFormatter dateTimeFormatter = DateTimeFormat.forPattern(""yyMMdd"");
    System.out.println(dateTimeFormatter.print(dt));
    

And this should work as expected.",1,1
